base_oid	dirty_set_sha	unit	subsystem	language	generated	test	blob_oid	path	start_line	end_line	reviewer	status	finding_ids	fix_commit	verification
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	javascript	0	0	61435620150aa595da10eced8498a0dacab0dbd4	artifacts/api-server/build.mjs	1	133		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	json	0	1	209e3e17341f1a884200a0e75906c12820b6f789	artifacts/api-server/data/marketing-feed/shadow-dashboard.fixture.json	1	381		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	json	0	0	34d02d8bd35eb3de8c1b16fd0f8d419d070a7a5c	artifacts/api-server/data/pine-scripts.json	1	28		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	pine	0	0	cb1d695919377f6a05218933420c18d9a332d63d	artifacts/api-server/data/pine-seeds/pyrus-signals-smc-pro-v3.pine	1	777		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	json	0	0	4426b6c76de5d287dd4f9b9ed2b2247031b00b09	artifacts/api-server/package.json	1	41		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	javascript	0	0	7fefe111a665f8d37253af322a70af89b25559db	artifacts/api-server/scripts/sampleFlowPremiumDistribution.mjs	1	701		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	1ed26ecdf591141d96bd903d76f08f3f74b02846	artifacts/api-server/src/dev-env-local.ts	1	23		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	fd9d43685e2f9afc061c856539976260fe837bec	artifacts/api-server/src/index.ts	1	347		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	b603215858b1bcc43933e510fecbc958e42f8675	artifacts/api-server/src/lib/env.ts	1	30		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	0a3b47b8dea8fb618a036a037d1934743533cfd5	artifacts/api-server/src/lib/errors.ts	1	39		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	1	62a6786da4e1514d1d6318eb24449ae3dd30e9c6	artifacts/api-server/src/lib/http-cache.test.ts	1	59		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	0990bba1d68a7786ba89292d9424e8b27f1fa411	artifacts/api-server/src/lib/http-cache.ts	1	42		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	a4ab96bc5b2560a96e785c9e616931acd13a8146	artifacts/api-server/src/lib/http.ts	1	139		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	0877c0a6ad3d5fff647949da5a56a8a4e0400fc4	artifacts/api-server/src/lib/logger.ts	1	22		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	63479c985a6c5fa532252807497ad6433ddf789c	artifacts/api-server/src/lib/raw-json.ts	1	17		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	85bb3362489d7a59415ea878a426a579a88998ca	artifacts/api-server/src/lib/request-logging.ts	1	72		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	1	0eef551fded440cea54360a2b6f861899c75f8ae	artifacts/api-server/src/lib/runtime-bridge-override-intent.test.ts	1	121		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	1	281274cb1b3ab25c4ebadf8db806f20d89eddeab	artifacts/api-server/src/lib/runtime-provider-config.test.ts	1	85		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	53374e204115499eaa60adebfa329ce5c4a10444	artifacts/api-server/src/lib/runtime.ts	1	812		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	d2b43c1ff181062fef5db9319bcacc2e85bd08d3	artifacts/api-server/src/lib/transient-db-error.ts	1	9		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	22-api-core-lib-ws	api-server	typescript	0	0	b1c08c143fcd6ba96d87ecf2ab2f01f053f27b2e	artifacts/api-server/src/lib/values.ts	1	246		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	920fc78fcaa7745ef8e7588149b612ad723adc75	artifacts/api-server/src/providers/fmp/client.ts	1	1364		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	1	635a233f59bee95ddf9b5c8af33a9e5e1d835b5c	artifacts/api-server/src/providers/ibkr/client-oauth-hook.test.ts	1	131		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	6e13acc48ff84d776c88f53d55d2cf45b56edc78	artifacts/api-server/src/providers/ibkr/client.ts	1	2000		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	6e13acc48ff84d776c88f53d55d2cf45b56edc78	artifacts/api-server/src/providers/ibkr/client.ts	2001	3900		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	1	ec2157f34e4bd7fbceb9ce5ec87fec0b2fdce8fc	artifacts/api-server/src/providers/ibkr/oauth-live-session.test.ts	1	142		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	ca9a488c7e110e04ac4ca66c52d5b4413535184a	artifacts/api-server/src/providers/ibkr/oauth-live-session.ts	1	170		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	1	cf8ff36fbd7bed5502deaa7451ffe8658373f0dd	artifacts/api-server/src/providers/ibkr/oauth-signer.test.ts	1	192		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	8a92ec6e846052d18b0987fbd2f4707f28d2204b	artifacts/api-server/src/providers/ibkr/oauth-signer.ts	1	185		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	129323fde50777fb34de277630f44d9062fd00d9	artifacts/api-server/src/providers/massive/market-data.ts	1	2000		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	129323fde50777fb34de277630f44d9062fd00d9	artifacts/api-server/src/providers/massive/market-data.ts	2001	4000		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	129323fde50777fb34de277630f44d9062fd00d9	artifacts/api-server/src/providers/massive/market-data.ts	4001	4763		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	1	fef566fbe68bd82010acf44877de82d30d655edb	artifacts/api-server/src/providers/robinhood/mcp-client.test.ts	1	158		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	d77d96e184574fa5085bfe7e244d0ca386e875d8	artifacts/api-server/src/providers/robinhood/mcp-client.ts	1	323		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	1	30f10a2e05365eda0796055847e69be5fed5b031	artifacts/api-server/src/providers/schwab/trader-api-client.test.ts	1	193		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	12-api-providers	api-server	typescript	0	0	5b5be9f5b29eb73cc4c4e9146d5c3c9fda578337	artifacts/api-server/src/providers/schwab/trader-api-client.ts	1	372		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	516a014784e15cbd97ec086a35c52c8a377fb62b	artifacts/api-server/src/routes/account-positions-route.test.ts	1	504		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	7d8d84322059eaa5849d1d0363e7c706d2c9a795	artifacts/api-server/src/routes/auth.test.ts	1	199		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	cd86679425688dc1fe1042c1a20ed3a58099c20e	artifacts/api-server/src/routes/auth.ts	1	388		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	5661db2eca365a002ea3f900017c4c380e966fde	artifacts/api-server/src/routes/automation-route-auth.test.ts	1	401	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	610db47440c300b85e7bc7ba7a938bf73c1d93b8	artifacts/api-server/src/routes/automation-route-timeout.test.ts	1	36	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	73538ae6adf93b33505e7f9e21e68144e4c6cb88	artifacts/api-server/src/routes/automation.ts	1	652	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	a8d2aeae9e907eb78e745a96160979db93b25e13	artifacts/api-server/src/routes/backtesting.ts	1	343		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	14f2cf24b01a8681607d1006aa8e4a00da5bb673	artifacts/api-server/src/routes/broker-execution.test.ts	1	2000		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	14f2cf24b01a8681607d1006aa8e4a00da5bb673	artifacts/api-server/src/routes/broker-execution.test.ts	2001	3686		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	26b41d999b8dd26bd7559d51adb8079958efd964	artifacts/api-server/src/routes/charting.ts	1	40		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	3e705e9ebc31964d4d16ebfb2f784c5e5f06bc49	artifacts/api-server/src/routes/diagnostics.ts	1	420		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	c0a144626055cbc728d5d813d63b389ae1e82bee	artifacts/api-server/src/routes/health.ts	1	11		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	ba5e318c980b3cecead9c16132de4542f778bc61	artifacts/api-server/src/routes/ibkr-portal.ts	1	404		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	38a3d49b4be0f94aeab46a09086835d3d0ac44b5	artifacts/api-server/src/routes/index.ts	1	107		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	2e0d27ec95795dec1de6865768c80881269f5a94	artifacts/api-server/src/routes/marketing.ts	1	232	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	9832fd388223f83b6f434653aa5b4ac968fd822e	artifacts/api-server/src/routes/platform-sparkline-seed.test.ts	1	109	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	f882f1a6f8044ced7bbe25a4e88ebc1abaee88fd	artifacts/api-server/src/routes/platform.ts	1	2000	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	f882f1a6f8044ced7bbe25a4e88ebc1abaee88fd	artifacts/api-server/src/routes/platform.ts	2001	3621	external-claude	deferred_external_active			deferred at baseline due active external ownership
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	8aeb870ffe94bbfc8f3a48c2dee3369ea213f943	artifacts/api-server/src/routes/readiness.ts	1	24		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	542ac4f370044a732789e4312d70587c5db35b02	artifacts/api-server/src/routes/research.ts	1	130		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	416649ce3adcac144a7f4baeead84f02598f268f	artifacts/api-server/src/routes/settings.ts	1	159		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	cd1f851c75397b1477972a2fce5fec689ff97635	artifacts/api-server/src/routes/signal-monitor-route-cache.test.ts	1	80		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	76439b8a9a291d6ed8fe56f8d4e4a3146efd7666	artifacts/api-server/src/routes/signal-monitor.ts	1	390		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	1	db166554a051ab36338a52237fc27a05767203ae	artifacts/api-server/src/routes/stock-aggregate-stream-route.test.ts	1	74		pending			
0b9fbc9bf2b8a7f43a1fef0c6f9ef52d73191137	bf171d3798105c2b0680665decefef74ae552033ac17e4c1cfce3a3ff013e42f	11-api-routes	api-server	typescript	0	0	befe845df68078c7cc136580cfe018eec5095a2f	artifacts/api-server/src/routes/tax.ts	1	106		pending			
